season,title,author,performances
1777-1778,Métromanie ou le Poète (La),Piron (Alexis),8
1778-1779,Métromanie ou le Poète (La),Piron (Alexis),4
1779-1780,Métromanie ou le Poète (La),Piron (Alexis),4
1780-1781,Métromanie ou le Poète (La),Piron (Alexis),5
1781-1782,Métromanie ou le Poète (La),Piron (Alexis),4
1782-1783,Métromanie ou le Poète (La),Piron (Alexis),3
1783-1784,Métromanie ou le Poète (La),Piron (Alexis),3
1784-1785,Métromanie ou le Poète (La),Piron (Alexis),8
1785-1786,Métromanie ou le Poète (La),Piron (Alexis),9
1786-1787,Métromanie ou le Poète (La),Piron (Alexis),7
1787-1788,Métromanie ou le Poète (La),Piron (Alexis),4
1788-1789,Métromanie ou le Poète (La),Piron (Alexis),5
1789-1790,Métromanie ou le Poète (La),Piron (Alexis),3
1790-1791,Métromanie ou le Poète (La),Piron (Alexis),5
1791-1792,Métromanie ou le Poète (La),Piron (Alexis),5
1792-1793,Métromanie ou le Poète (La),Piron (Alexis),4
1728-1729,École des pères ou les Fils ingrats (L'),Piron (Alexis),23
1733-1734,École des pères ou les Fils ingrats (L'),Piron (Alexis),2
1748-1749,École des pères ou les Fils ingrats (L'),Piron (Alexis),5
1789-1790,École des pères ou les Fils ingrats (L'),Piron (Alexis),3
1764-1765,Cercle ou la Soirée à la mode (Le),Poinsinet (Antoine-Alexandre-Henri),20
1765-1766,Cercle ou la Soirée à la mode (Le),Poinsinet (Antoine-Alexandre-Henri),2
1766-1767,Cercle ou la Soirée à la mode (Le),Poinsinet (Antoine-Alexandre-Henri),2
1767-1768,Cercle ou la Soirée à la mode (Le),Poinsinet (Antoine-Alexandre-Henri),5
1768-1769,Cercle ou la Soirée à la mode (Le),Poinsinet (Antoine-Alexandre-Henri),5
1769-1770,Cercle ou la Soirée à la mode (Le),Poinsinet (Antoine-Alexandre-Henri),3
1770-1771,Cercle ou la Soirée à la mode (Le),Poinsinet (Antoine-Alexandre-Henri),3
1771-1772,Cercle ou la Soirée à la mode (Le),Poinsinet (Antoine-Alexandre-Henri),5
1772-1773,Cercle ou la Soirée à la mode (Le),Poinsinet (Antoine-Alexandre-Henri),5
1773-1774,Cercle ou la Soirée à la mode (Le),Poinsinet (Antoine-Alexandre-Henri),3
1774-1775,Cercle ou la Soirée à la mode (Le),Poinsinet (Antoine-Alexandre-Henri),3
1775-1776,Cercle ou la Soirée à la mode (Le),Poinsinet (Antoine-Alexandre-Henri),5
1776-1777,Cercle ou la Soirée à la mode (Le),Poinsinet (Antoine-Alexandre-Henri),5
1777-1778,Cercle ou la Soirée à la mode (Le),Poinsinet (Antoine-Alexandre-Henri),1
1778-1779,Cercle ou la Soirée à la mode (Le),Poinsinet (Antoine-Alexandre-Henri),2
1779-1780,Cercle ou la Soirée à la mode (Le),Poinsinet (Antoine-Alexandre-Henri),2
1780-1781,Cercle ou la Soirée à la mode (Le),Poinsinet (Antoine-Alexandre-Henri),3
1781-1782,Cercle ou la Soirée à la mode (Le),Poinsinet (Antoine-Alexandre-Henri),3
1782-1783,Cercle ou la Soirée à la mode (Le),Poinsinet (Antoine-Alexandre-Henri),5
1783-1784,Cercle ou la Soirée à la mode (Le),Poinsinet (Antoine-Alexandre-Henri),1
1784-1785,Cercle ou la Soirée à la mode (Le),Poinsinet (Antoine-Alexandre-Henri),3
1785-1786,Cercle ou la Soirée à la mode (Le),Poinsinet (Antoine-Alexandre-Henri),1
1791-1792,Cercle ou la Soirée à la mode (Le),Poinsinet (Antoine-Alexandre-Henri),12
1792-1793,Cercle ou la Soirée à la mode (Le),Poinsinet (Antoine-Alexandre-Henri),8
1757-1758,Impatient (L'),Poinsinet (Antoine-Alexandre-Henri),3
1762-1763,Ajax,Poinsinet de Sivry (Louis),1
1759-1760,Briséis ou la colère d'Achille,Poinsinet de Sivry (Louis),4
1787-1788,Briséis ou la colère d'Achille,Poinsinet de Sivry (Louis),11
1788-1789,Briséis ou la colère d'Achille,Poinsinet de Sivry (Louis),1
1760-1761,Pygmalion,Poinsinet de Sivry (Louis),1
1696-1697,Alcibiade,Poisson (Philippe),2
1697-1698,Alcibiade,Poisson (Philippe),5
1698-1699,Alcibiade,Poisson (Philippe),2
1718-1719,Alcibiade,Poisson (Philippe),1
1730-1731,Alcibiade,Poisson (Philippe),8
1731-1732,Alcibiade,Poisson (Philippe),5
1740-1741,Amour secret (L'),Poisson (Philippe),7
1728-1729,Boîte de Pandore (La),Poisson (Philippe),3
1733-1734,Impromptu de campagne (L'),Poisson (Philippe),10
1734-1735,Impromptu de campagne (L'),Poisson (Philippe),6
1735-1736,Impromptu de campagne (L'),Poisson (Philippe),3
1736-1737,Impromptu de campagne (L'),Poisson (Philippe),2
1737-1738,Impromptu de campagne (L'),Poisson (Philippe),2
1738-1739,Impromptu de campagne (L'),Poisson (Philippe),3
1742-1743,Impromptu de campagne (L'),Poisson (Philippe),1
1744-1745,Impromptu de campagne (L'),Poisson (Philippe),8
1745-1746,Impromptu de campagne (L'),Poisson (Philippe),7
1746-1747,Impromptu de campagne (L'),Poisson (Philippe),4
1747-1748,Impromptu de campagne (L'),Poisson (Philippe),6
1748-1749,Impromptu de campagne (L'),Poisson (Philippe),9
1749-1750,Impromptu de campagne (L'),Poisson (Philippe),3
1750-1751,Impromptu de campagne (L'),Poisson (Philippe),3
1751-1752,Impromptu de campagne (L'),Poisson (Philippe),2
1752-1753,Impromptu de campagne (L'),Poisson (Philippe),10
1753-1754,Impromptu de campagne (L'),Poisson (Philippe),8
1754-1755,Impromptu de campagne (L'),Poisson (Philippe),9
1755-1756,Impromptu de campagne (L'),Poisson (Philippe),9
1756-1757,Impromptu de campagne (L'),Poisson (Philippe),9
1757-1758,Impromptu de campagne (L'),Poisson (Philippe),5
1758-1759,Impromptu de campagne (L'),Poisson (Philippe),9
1759-1760,Impromptu de campagne (L'),Poisson (Philippe),4
1760-1761,Impromptu de campagne (L'),Poisson (Philippe),5
1761-1762,Impromptu de campagne (L'),Poisson (Philippe),4
1762-1763,Impromptu de campagne (L'),Poisson (Philippe),5
1763-1764,Impromptu de campagne (L'),Poisson (Philippe),3
1764-1765,Impromptu de campagne (L'),Poisson (Philippe),11
1765-1766,Impromptu de campagne (L'),Poisson (Philippe),8
1766-1767,Impromptu de campagne (L'),Poisson (Philippe),10
1767-1768,Impromptu de campagne (L'),Poisson (Philippe),7
1768-1769,Impromptu de campagne (L'),Poisson (Philippe),5
1769-1770,Impromptu de campagne (L'),Poisson (Philippe),9
1770-1771,Impromptu de campagne (L'),Poisson (Philippe),6
1771-1772,Impromptu de campagne (L'),Poisson (Philippe),7
1772-1773,Impromptu de campagne (L'),Poisson (Philippe),9
1773-1774,Impromptu de campagne (L'),Poisson (Philippe),10
1774-1775,Impromptu de campagne (L'),Poisson (Philippe),7
1775-1776,Impromptu de campagne (L'),Poisson (Philippe),9
1776-1777,Impromptu de campagne (L'),Poisson (Philippe),7
1777-1778,Impromptu de campagne (L'),Poisson (Philippe),4
1778-1779,Impromptu de campagne (L'),Poisson (Philippe),6
1779-1780,Impromptu de campagne (L'),Poisson (Philippe),9
1780-1781,Impromptu de campagne (L'),Poisson (Philippe),6
1781-1782,Impromptu de campagne (L'),Poisson (Philippe),6
1782-1783,Impromptu de campagne (L'),Poisson (Philippe),2
1783-1784,Impromptu de campagne (L'),Poisson (Philippe),6
1784-1785,Impromptu de campagne (L'),Poisson (Philippe),3
1785-1786,Impromptu de campagne (L'),Poisson (Philippe),7
1786-1787,Impromptu de campagne (L'),Poisson (Philippe),6
1787-1788,Impromptu de campagne (L'),Poisson (Philippe),1
1788-1789,Impromptu de campagne (L'),Poisson (Philippe),4
1789-1790,Impromptu de campagne (L'),Poisson (Philippe),1
1790-1791,Impromptu de campagne (L'),Poisson (Philippe),2
1791-1792,Impromptu de campagne (L'),Poisson (Philippe),1
1792-1793,Impromptu de campagne (L'),Poisson (Philippe),1
1735-1736,Mariage fait par lettre de change (Le),Poisson (Philippe),12
1727-1728,Procureur arbitre (Le),Poisson (Philippe),11
1728-1729,Procureur arbitre (Le),Poisson (Philippe),6
1735-1736,Procureur arbitre (Le),Poisson (Philippe),2
1736-1737,Procureur arbitre (Le),Poisson (Philippe),2
1747-1748,Procureur arbitre (Le),Poisson (Philippe),5
1748-1749,Procureur arbitre (Le),Poisson (Philippe),1
1749-1750,Procureur arbitre (Le),Poisson (Philippe),2
1750-1751,Procureur arbitre (Le),Poisson (Philippe),5
1751-1752,Procureur arbitre (Le),Poisson (Philippe),1
1752-1753,Procureur arbitre (Le),Poisson (Philippe),4
1753-1754,Procureur arbitre (Le),Poisson (Philippe),5
1754-1755,Procureur arbitre (Le),Poisson (Philippe),5
1755-1756,Procureur arbitre (Le),Poisson (Philippe),3
1757-1758,Procureur arbitre (Le),Poisson (Philippe),4
1758-1759,Procureur arbitre (Le),Poisson (Philippe),3
1759-1760,Procureur arbitre (Le),Poisson (Philippe),2
1760-1761,Procureur arbitre (Le),Poisson (Philippe),5
1761-1762,Procureur arbitre (Le),Poisson (Philippe),6
1762-1763,Procureur arbitre (Le),Poisson (Philippe),4
1763-1764,Procureur arbitre (Le),Poisson (Philippe),4
1764-1765,Procureur arbitre (Le),Poisson (Philippe),4
1765-1766,Procureur arbitre (Le),Poisson (Philippe),3
1766-1767,Procureur arbitre (Le),Poisson (Philippe),3
1767-1768,Procureur arbitre (Le),Poisson (Philippe),2
1768-1769,Procureur arbitre (Le),Poisson (Philippe),4
1769-1770,Procureur arbitre (Le),Poisson (Philippe),3
1770-1771,Procureur arbitre (Le),Poisson (Philippe),3
1771-1772,Procureur arbitre (Le),Poisson (Philippe),3
1772-1773,Procureur arbitre (Le),Poisson (Philippe),2
1773-1774,Procureur arbitre (Le),Poisson (Philippe),3
1774-1775,Procureur arbitre (Le),Poisson (Philippe),3
1775-1776,Procureur arbitre (Le),Poisson (Philippe),5
1776-1777,Procureur arbitre (Le),Poisson (Philippe),7
1778-1779,Procureur arbitre (Le),Poisson (Philippe),2
1779-1780,Procureur arbitre (Le),Poisson (Philippe),2
1780-1781,Procureur arbitre (Le),Poisson (Philippe),3
1781-1782,Procureur arbitre (Le),Poisson (Philippe),4
1782-1783,Procureur arbitre (Le),Poisson (Philippe),3
1783-1784,Procureur arbitre (Le),Poisson (Philippe),4
1784-1785,Procureur arbitre (Le),Poisson (Philippe),4
1785-1786,Procureur arbitre (Le),Poisson (Philippe),1
1786-1787,Procureur arbitre (Le),Poisson (Philippe),2
1787-1788,Procureur arbitre (Le),Poisson (Philippe),2
1788-1789,Procureur arbitre (Le),Poisson (Philippe),4
1790-1791,Procureur arbitre (Le),Poisson (Philippe),3
1736-1737,Ruses d'Amour (Les),Poisson (Philippe),10
1779-1780,Ruses d'Amour (Les),Poisson (Philippe),3
1780-1781,Ruses d'Amour (Les),Poisson (Philippe),4
1781-1782,Ruses d'Amour (Les),Poisson (Philippe),3
1782-1783,Ruses d'Amour (Les),Poisson (Philippe),1
1734-1735,Réveil d'Épiménide (Le),Poisson (Philippe),6
1680-1681,Après-souper des auberges (L') / Les Auberges (titre alt.),Poisson (Raymond),8
1681-1682,Après-souper des auberges (L') / Les Auberges (titre alt.),Poisson (Raymond),6
1682-1683,Après-souper des auberges (L') / Les Auberges (titre alt.),Poisson (Raymond),4
1683-1684,Après-souper des auberges (L') / Les Auberges (titre alt.),Poisson (Raymond),4
1684-1685,Après-souper des auberges (L') / Les Auberges (titre alt.),Poisson (Raymond),5
1685-1686,Après-souper des auberges (L') / Les Auberges (titre alt.),Poisson (Raymond),3
1686-1687,Après-souper des auberges (L') / Les Auberges (titre alt.),Poisson (Raymond),2
1687-1688,Après-souper des auberges (L') / Les Auberges (titre alt.),Poisson (Raymond),7
1688-1689,Après-souper des auberges (L') / Les Auberges (titre alt.),Poisson (Raymond),1
1689-1690,Après-souper des auberges (L') / Les Auberges (titre alt.),Poisson (Raymond),4
1690-1691,Après-souper des auberges (L') / Les Auberges (titre alt.),Poisson (Raymond),1
1691-1692,Après-souper des auberges (L') / Les Auberges (titre alt.),Poisson (Raymond),4
1692-1693,Après-souper des auberges (L') / Les Auberges (titre alt.),Poisson (Raymond),2
1693-1694,Après-souper des auberges (L') / Les Auberges (titre alt.),Poisson (Raymond),1
1697-1698,Après-souper des auberges (L') / Les Auberges (titre alt.),Poisson (Raymond),5
1698-1699,Après-souper des auberges (L') / Les Auberges (titre alt.),Poisson (Raymond),1
1699-1700,Après-souper des auberges (L') / Les Auberges (titre alt.),Poisson (Raymond),1
1701-1702,Après-souper des auberges (L') / Les Auberges (titre alt.),Poisson (Raymond),4
1702-1703,Après-souper des auberges (L') / Les Auberges (titre alt.),Poisson (Raymond),3
1703-1704,Après-souper des auberges (L') / Les Auberges (titre alt.),Poisson (Raymond),4
1705-1706,Après-souper des auberges (L') / Les Auberges (titre alt.),Poisson (Raymond),1
1718-1719,Après-souper des auberges (L') / Les Auberges (titre alt.),Poisson (Raymond),5
1720-1721,Après-souper des auberges (L') / Les Auberges (titre alt.),Poisson (Raymond),1
1680-1681,Baron de la Crasse (Le),Poisson (Raymond),5
1681-1682,Baron de la Crasse (Le),Poisson (Raymond),6
1682-1683,Baron de la Crasse (Le),Poisson (Raymond),7
1683-1684,Baron de la Crasse (Le),Poisson (Raymond),4
1684-1685,Baron de la Crasse (Le),Poisson (Raymond),3
1686-1687,Baron de la Crasse (Le),Poisson (Raymond),6
1687-1688,Baron de la Crasse (Le),Poisson (Raymond),7
1688-1689,Baron de la Crasse (Le),Poisson (Raymond),3
1689-1690,Baron de la Crasse (Le),Poisson (Raymond),3
1690-1691,Baron de la Crasse (Le),Poisson (Raymond),1
1691-1692,Baron de la Crasse (Le),Poisson (Raymond),3
1692-1693,Baron de la Crasse (Le),Poisson (Raymond),2
1693-1694,Baron de la Crasse (Le),Poisson (Raymond),5
1694-1695,Baron de la Crasse (Le),Poisson (Raymond),3
1695-1696,Baron de la Crasse (Le),Poisson (Raymond),2
1702-1703,Baron de la Crasse (Le),Poisson (Raymond),4
1703-1704,Baron de la Crasse (Le),Poisson (Raymond),5
1704-1705,Baron de la Crasse (Le),Poisson (Raymond),3
1705-1706,Baron de la Crasse (Le),Poisson (Raymond),6
1706-1707,Baron de la Crasse (Le),Poisson (Raymond),7
1707-1708,Baron de la Crasse (Le),Poisson (Raymond),5
1708-1709,Baron de la Crasse (Le),Poisson (Raymond),5
1709-1710,Baron de la Crasse (Le),Poisson (Raymond),6
1710-1711,Baron de la Crasse (Le),Poisson (Raymond),4
1711-1712,Baron de la Crasse (Le),Poisson (Raymond),3
1712-1713,Baron de la Crasse (Le),Poisson (Raymond),4
1713-1714,Baron de la Crasse (Le),Poisson (Raymond),4
1714-1715,Baron de la Crasse (Le),Poisson (Raymond),5
1715-1716,Baron de la Crasse (Le),Poisson (Raymond),5
1716-1717,Baron de la Crasse (Le),Poisson (Raymond),7
1717-1718,Baron de la Crasse (Le),Poisson (Raymond),8
1718-1719,Baron de la Crasse (Le),Poisson (Raymond),5
1719-1720,Baron de la Crasse (Le),Poisson (Raymond),4
1720-1721,Baron de la Crasse (Le),Poisson (Raymond),6
1721-1722,Baron de la Crasse (Le),Poisson (Raymond),6
1722-1723,Baron de la Crasse (Le),Poisson (Raymond),4
1723-1724,Baron de la Crasse (Le),Poisson (Raymond),8
1724-1725,Baron de la Crasse (Le),Poisson (Raymond),1
1726-1727,Baron de la Crasse (Le),Poisson (Raymond),4
1727-1728,Baron de la Crasse (Le),Poisson (Raymond),1
1729-1730,Baron de la Crasse (Le),Poisson (Raymond),5
1730-1731,Baron de la Crasse (Le),Poisson (Raymond),10
1731-1732,Baron de la Crasse (Le),Poisson (Raymond),7
1732-1733,Baron de la Crasse (Le),Poisson (Raymond),3
1733-1734,Baron de la Crasse (Le),Poisson (Raymond),5
1734-1735,Baron de la Crasse (Le),Poisson (Raymond),3
1735-1736,Baron de la Crasse (Le),Poisson (Raymond),5
1736-1737,Baron de la Crasse (Le),Poisson (Raymond),2
1737-1738,Baron de la Crasse (Le),Poisson (Raymond),5
1738-1739,Baron de la Crasse (Le),Poisson (Raymond),3
1740-1741,Baron de la Crasse (Le),Poisson (Raymond),2
1741-1742,Baron de la Crasse (Le),Poisson (Raymond),1
1744-1745,Baron de la Crasse (Le),Poisson (Raymond),5
1745-1746,Baron de la Crasse (Le),Poisson (Raymond),2
1746-1747,Baron de la Crasse (Le),Poisson (Raymond),3
1748-1749,Baron de la Crasse (Le),Poisson (Raymond),1
1749-1750,Baron de la Crasse (Le),Poisson (Raymond),7
1750-1751,Baron de la Crasse (Le),Poisson (Raymond),1
1752-1753,Baron de la Crasse (Le),Poisson (Raymond),1
1753-1754,Baron de la Crasse (Le),Poisson (Raymond),1
1761-1762,Baron de la Crasse (Le),Poisson (Raymond),1
1762-1763,Baron de la Crasse (Le),Poisson (Raymond),2
1681-1682,Fou de qualité (Le) ou Le Fou raisonnable,Poisson (Raymond),11
1682-1683,Fou de qualité (Le) ou Le Fou raisonnable,Poisson (Raymond),3
1683-1684,Fou de qualité (Le) ou Le Fou raisonnable,Poisson (Raymond),5
1684-1685,Fou de qualité (Le) ou Le Fou raisonnable,Poisson (Raymond),3
1685-1686,Fou de qualité (Le) ou Le Fou raisonnable,Poisson (Raymond),1
1686-1687,Fou de qualité (Le) ou Le Fou raisonnable,Poisson (Raymond),3
1687-1688,Fou de qualité (Le) ou Le Fou raisonnable,Poisson (Raymond),2
1688-1689,Fou de qualité (Le) ou Le Fou raisonnable,Poisson (Raymond),2
1689-1690,Fou de qualité (Le) ou Le Fou raisonnable,Poisson (Raymond),2
1691-1692,Fou de qualité (Le) ou Le Fou raisonnable,Poisson (Raymond),2
1692-1693,Fou de qualité (Le) ou Le Fou raisonnable,Poisson (Raymond),2
1718-1719,Fou de qualité (Le) ou Le Fou raisonnable,Poisson (Raymond),10
1680-1681,Fous divertissants (Les),Poisson (Raymond),11
1681-1682,Fous divertissants (Les),Poisson (Raymond),3
1680-1681,Pipeurs ou les Femmes coquettes (Les) / Les Coquettes (titre alt.) / Fructus Belli (titre alt.),Poisson (Raymond),2
1681-1682,Pipeurs ou les Femmes coquettes (Les) / Les Coquettes (titre alt.) / Fructus Belli (titre alt.),Poisson (Raymond),3
1682-1683,Pipeurs ou les Femmes coquettes (Les) / Les Coquettes (titre alt.) / Fructus Belli (titre alt.),Poisson (Raymond),1
1683-1684,Pipeurs ou les Femmes coquettes (Les) / Les Coquettes (titre alt.) / Fructus Belli (titre alt.),Poisson (Raymond),2
1692-1693,Pipeurs ou les Femmes coquettes (Les) / Les Coquettes (titre alt.) / Fructus Belli (titre alt.),Poisson (Raymond),6
1732-1733,Complaisant (Le),"Pont-de-Veyle (Antoine de Fériol, comte de)",14
